year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2017,10,16,0.156,0.536,3.478,7.78,7.876,6.461,5.292,6.059,-0.854,-1.035,2.082,0.568,-0.341,-0.006,0.001,0.035,0.204
2017,10,17,-0.156,0.038,0.298,2.308,3.908,6.664,2.818,6.428,0.828,1.747,0.895,0.138,0.094,-0,0.001,0.066,0.271
2017,10,18,-0.408,-0.647,-1.139,-0.343,0.918,4.089,2.893,10.169,4.895,-1.862,2.486,0.972,0.634,0.015,0.002,0.078,0.297
2017,10,19,-0.649,-1.904,-5.496,-3.606,-4.173,0.61,-3.613,1.368,1.56,1.987,1.123,2.162,1.443,0.065,0.005,0.14,0.741
2017,10,20,-0.046,-0.256,-2.029,-2.768,-4.189,-3.502,-6.559,2.583,-1.051,-0.714,0.666,2.461,1.512,0.203,0.013,0.3,1.411
2017,10,21,-0.227,-0.447,-1.659,-4.039,-3.044,-4.101,-8.325,1.191,-4.563,2.11,2.229,3.306,2.177,0.775,0.03,0.35,1.908
2017,10,22,-1.014,-0.9,-0.727,-4.526,-5.833,-9.275,-14.201,-6.241,-0.187,0.611,3.013,5.98,4.258,0.567,0.014,0.253,1.127
2017,10,23,-0.42,-0.093,-0.049,0.063,0.823,0.11,1.132,1.094,-4.396,5.182,3.933,4.056,2.676,0.06,0.005,0.141,0.379
2017,10,24,0.098,0.252,0.031,0.486,2.127,2.665,1.778,4.093,2.115,-1.952,1.598,-0.307,0.883,0.001,0.007,0.062,0.1
2017,10,25,0.163,0.666,0.239,0.44,3.086,3.964,5.013,-1.208,-1.12,-1.794,0.062,0.739,-0.226,-0.033,0.001,0.089,-0.024
2017,10,26,0.177,0.58,0.425,2.224,4.142,7.969,13.405,4.11,2.911,-0.896,1.208,0.658,-0.208,-0.092,0.004,-0.009,-0.11
2017,10,27,0.123,0.579,0.481,1.856,3.515,4.072,13.131,5.32,6.724,2.583,0.094,0.293,-0.411,-0.066,-0,0.013,-0.209
2017,10,28,-0.12,0.399,0.08,0.558,0.916,1.274,7.069,5.386,4.243,0.09,0.227,-0.878,-0.111,-0.047,0.001,0.011,0.158
2017,10,29,-0.019,0.237,0.034,0.671,1.478,4.924,9.014,11.125,8.385,0.904,0.23,-0.222,1.065,-0.013,0.008,0.082,0.456
2017,10,30,0.034,0.232,0.386,1.561,2.612,8.614,10.402,18.66,19.531,4.93,2.879,3.75,1.581,0.198,0.013,0.112,0.568
2017,10,31,0.114,0.297,1.346,3.513,6.652,10.212,3.856,6.367,5.973,7.735,3.204,4.502,2.974,0.325,0.028,0.094,0.297
2017,11,1,0.271,0.304,0.934,2.438,5.875,5.873,3.16,-0.412,-0.776,0.625,1.175,1.953,0.759,0.178,0.012,0.072,0.071
2017,11,2,0.362,0.264,0.031,0.797,0.789,2.486,-1.331,2.32,-0.643,-0.589,0.101,-0.736,-0.08,-0.018,0.005,0.027,-0.01
2017,11,3,0.615,0.257,0.018,-0.144,0.075,-1.701,-1.417,0.873,-0.462,-3.376,-1.347,-1.167,-0.398,-0.006,-0.001,0.06,0.104
2017,11,4,0.514,0.236,-0.004,0.238,0.008,-1.636,-2.328,-1.335,0.416,0.019,-1.208,-0.397,-0.161,-0.002,0.002,0.108,0.684
2017,11,5,0.443,0.207,-0.067,-0.407,-0.953,-4.584,0.172,4.131,7.158,3.65,0.303,0.692,0.098,0.023,0.005,0.164,0.579
2017,11,6,-0.003,0.046,-0.033,-0.315,-0.374,-4.27,3.177,2.448,2.346,3.069,1.231,2.607,0.837,0.043,0.007,0.304,1.024
2017,11,7,-0.214,-0.059,-0.092,-0.579,0.208,-0.643,2.999,1.419,-0.726,1.161,0.317,1.707,0.732,0.03,0.012,0.423,0.995
2017,11,8,-2.353,-0.904,-1.141,-2.937,-3.761,-6.548,-9.795,-3.679,-4.069,-1.028,-0.755,-0.68,0.282,-0.003,0.011,0.227,0.297
2017,11,9,-2.922,-1.515,-2.579,-6.872,-8.445,-15.337,-18.312,-10.311,-11.117,-2.896,-1.339,-0.493,-0.129,0.012,0.017,0.275,0.404
2017,11,10,-2.161,-1.034,-1.54,-3.594,-4.979,-9.497,-11.897,-4.172,-3.767,0.087,-1.054,0.053,-0.046,0.026,0.031,0.434,1.687
2017,11,11,-0.858,-0.598,-1.193,-1.853,-3.306,-6.349,-4.406,-0.829,-0.382,-0.108,-0.351,0.47,0.735,0.101,0.053,0.518,1.808
2017,11,12,-2.109,-0.924,-1.913,-1.159,-2.638,-5.41,-5.06,-2.19,-0.806,-0.158,0.156,0.78,1.329,0.212,0.052,0.493,1.567
2017,11,13,-3.195,-1.452,-3.81,-4.102,-5.958,-8.223,-6.247,-3.186,-1.671,-0.432,-0.374,0.173,1.37,0.251,0.053,0.58,0.968
2017,11,14,-4.565,-2.415,-5.091,-4.879,-6.444,-6.132,-4.119,-0.732,-0.435,-0.764,-0.543,0.369,1.707,0.47,0.078,0.415,1.775
2017,11,15,-2.737,-1.128,-3.207,-2.616,-4.511,-5.62,-6.506,-2.275,-0.914,-0.38,-0.178,0.783,1.35,0.264,0.05,0.312,1.037
2017,11,16,-0.437,-0.181,-1.478,-1.662,-2.174,-6.193,-4.457,-1.709,-2.406,-0.325,0.013,0.088,0.222,0.076,0.028,0.135,0.081
2017,11,17,0.168,0.153,-0.268,-0.011,1.159,0.113,-2.687,-0.926,0.257,0.314,-0.201,0.229,0.057,0.044,0.022,0.175,0.362
2017,11,18,-0.01,0.087,0.107,-0.236,0.054,-0.384,0.042,0.319,0.978,0.685,0.142,0.958,0.286,0.089,0.163,0.356,0.77
2017,11,19,-1.457,-1.486,-1.354,-0.043,0.5,-1.523,0.309,0.287,0.345,0.037,0.112,1.252,0.483,0.214,0.092,0.305,1.091
2017,11,20,-0.809,-1.033,-2.222,-2.673,-4.397,-3.572,-3.684,-1.148,-0.432,-0.128,0.031,0.628,0.6,0.15,0.032,0.239,0.663
2017,11,21,-0.491,-0.634,-2.547,-4.363,-9.296,-9.963,-10.974,-2.275,-1.92,-0.464,-0.103,-0.344,0.429,0.02,0.011,0.112,0.127
2017,11,22,-2.294,-3.309,-4.982,-5.053,-7.683,-6.799,-8.296,-2.588,-1.525,-1.072,-0.013,-0.268,0.006,-0.008,-0.011,0.064,-0.033
2017,11,23,-1.435,-1.825,-3.181,-3.45,-4.829,-3.186,-3.519,-0.661,-0.64,-0.56,0.232,0.361,0.277,-0.031,0.007,0.037,-0.2
2017,11,24,-0.611,-1.17,-1.733,-2.115,-0.436,-0.324,-1.088,-0.326,0.161,0.69,0.681,1.252,0.674,0.077,-0.001,0.007,-0.199
2017,11,25,-0.966,-0.727,-0.654,-0.691,0.063,-0.255,0.63,0.014,0.177,0.066,0.372,0.226,0.264,-0.036,0.002,-0.049,-0.293
2017,11,26,-0.545,-1.008,-0.429,-1.385,-0.569,-1.197,-1.349,-0.194,-0.094,-0.094,-0.076,-0.282,0.084,-0.136,-0.005,0.004,0.055
2017,11,27,0.092,-0.402,-0.289,-1.208,-0.122,-0.668,-0.969,-0.133,0.116,-0.708,-0.125,-0.012,0.164,0.056,0.013,0.216,0.487
2017,11,28,-0.056,-0.48,-0.465,-0.757,-0.071,0.084,0.217,0.079,0.42,1.283,0.966,1.509,1.082,0.739,0.048,0.412,1.125
2017,11,29,-0.284,-1.052,-0.891,-0.513,0.122,-0.471,0.788,0.618,1.626,3.171,1.941,3.138,1.965,0.411,-0.001,0.114,0.324
2017,11,30,-0.133,-0.885,-0.396,-0.403,0.465,1.694,2.823,2.838,4.791,2.832,2.041,2.785,1.619,0.206,0.016,0.077,-0.013
2017,12,1,-0.512,-0.697,-0.277,-0.54,0.518,0.567,0.969,2.281,3.618,1.901,2.873,3.403,1.206,0.232,-0.007,0.211,0.355
2017,12,2,-0.163,-1.054,-0.31,-0.768,-0.414,-0.15,0.264,0.764,2.034,2.512,2.741,2.97,1.488,0.092,0.026,0.111,0.269
2017,12,3,0.243,-0.56,0.101,0.038,0.147,0.538,1.111,1.861,2.49,2.853,2.82,3.315,2.696,0.237,0.005,0.117,0.222
2017,12,4,1.009,0.549,0.333,0.716,1.065,2.214,2.66,4.172,4.293,3.786,5.728,4.009,3.783,0.925,0.031,0.19,0.161
2017,12,5,0.522,0.984,0.714,0.469,1.933,2.746,2.704,3.34,2.431,-1.281,4.38,2.317,1.79,0.042,0.049,0.102,-0.109
2017,12,6,0.006,0.68,0.966,0.51,1.409,0.769,0.45,-0.867,-0.451,-0.04,0.469,0.705,0.43,-0.836,0.143,0.181,0.046
2017,12,7,-0.819,-0.501,0.315,0.313,0.158,-0.88,0.218,0.072,-0.207,-0.661,-0.302,0.343,1.29,-0.417,0.16,0.327,0.701
2017,12,8,-1.25,0.071,-0.436,0.296,-0.279,-0.479,-0.283,0.327,-1.369,-1.591,1.148,0.712,0.335,-0.018,0.032,0.204,0.59
2017,12,9,-1.198,0.801,-0.254,0.019,-0.357,-0.201,-0.47,-0.194,0.07,-3.023,2.135,0.619,-0.364,-0.029,0.005,0.075,-0.325
2017,12,10,-0.95,0.688,-0.195,0.028,-0.425,0.953,0.202,0.015,0.733,-4.178,1.416,0.007,-0.135,-0.663,-0.004,0.171,0.066
2017,12,11,-0.695,0.383,-0.206,0.543,0.349,0.701,-0.626,0.364,-0.78,-8.586,-0.062,-0.956,-0.057,-1.017,0.09,0.081,0.006
2017,12,12,0.554,0.184,0.091,-0.241,0.113,0.262,-1.129,-1.007,-2.148,-4.124,0.598,0.117,-0.078,-0.129,0.039,0.021,-0.081
2017,12,13,-0.149,1.567,0.282,-0.321,-0.341,-0.787,-0.488,-1.532,-1.212,-2.911,2.386,0.882,-0.027,-0.078,0.048,0.166,0.113
2017,12,14,-0.907,0.605,0.058,0.386,1.43,0.21,2.19,0.43,2.836,5.391,1.839,0.639,0.988,0.062,0.101,0.087,-0.114
2017,12,15,-1.051,0.613,0.279,1.176,2.198,2.75,5.445,4.49,4.703,2.961,1.151,0.882,0.598,0.288,0.027,0.025,0.097
2017,12,16,0.85,2.223,1.848,1.292,3.495,5.705,9.391,16.702,12.638,15.464,4.001,2.938,1.318,0.429,0.031,0.009,-0.243
2017,12,17,1.681,0.931,-0.05,-0.359,2.257,11.208,20.716,32.095,36.803,28.185,14.347,8.194,3.935,0.354,0.025,0.012,0.001
2017,12,18,-1.065,-0.313,-0.41,0.319,1.404,10.821,8.27,14.978,19.392,2.29,1.518,0.488,0.968,-0.916,0.114,0.121,0.216
2017,12,19,1.098,0.224,-1.019,-1.115,-0.449,0.099,-5.63,-0.433,-3.475,-2.169,-0.311,-0.408,-0.474,-0.165,-0.034,-0.07,-0.542
2017,12,20,0.772,1.575,0.354,-0.856,-0.659,-0.909,-3.945,-3.417,-2.101,7.319,-0.223,1.323,-0.621,-0.084,-0.069,0.045,-0.223
2017,12,21,0.669,1.382,0.759,-0.115,1.46,4.653,6.381,13.766,12.316,10.986,7.239,3.847,3.476,0.244,0.199,0.297,0.572
2017,12,22,0.255,-0.393,-0.141,0.453,1.766,3.783,1.805,3.463,3.505,0.684,0.317,-0.792,2.491,-0.605,0.131,0.438,2.236
2017,12,23,0.232,0.25,0.434,0.924,-0.379,-1.592,-3.195,-5.871,-3.949,0.06,-2.006,-1.922,1.201,-0.306,0.032,0.438,0.902
2017,12,24,-2.265,1.409,-0.513,-0.579,-2.569,-4.489,2.992,-1.191,2.047,0.353,-3.817,0.602,2.905,0.379,0.093,0.34,0.007
2017,12,25,-1.788,0.034,-0.771,0.192,0.925,1.326,3.536,4.005,-0.294,-0.503,3.442,4.621,1.879,1.022,0.041,0.17,-0.596
2017,12,26,-0.92,1.222,0.474,0.797,2.561,3.653,-0.832,3.889,3.166,5.057,4.473,5.617,2.218,0.974,-0.074,-0.194,-0.012
2017,12,27,-0.367,0.924,0.251,0.75,1.131,2.674,1.924,-0.085,3.652,6.008,4.485,6.883,2.273,-0.102,-0.07,0.187,-0.136
2017,12,28,-0.279,-0.472,-0.248,0.636,-0.144,0.168,-2.495,1.574,4.485,3.747,5.288,1.846,0.244,0.797,0.038,0.044,0.017
2017,12,29,-0.766,-3.044,-4.953,-2.649,-2.095,-0.49,-4.117,-1.032,-1.065,-7.609,1.734,5.419,0.048,-0.38,-0.014,-0.033,0.123
2017,12,30,0.108,-1.861,-2.654,-2.471,-2.201,-1.152,-6.181,-7.399,-0.791,8.897,-1.372,-2.288,-1.205,-0.847,0.038,0.15,-0.07
2017,12,31,0.527,-0.426,-0.63,-0.96,-1.147,-2.741,3.374,8.528,-3.057,-7.566,-1.298,-4.283,0.258,-0.08,-0.026,-0.017,-0.377
2018,1,1,-2.011,-0.309,-1.013,0.291,3.024,0.962,-5.395,-4.267,-5.1,-3.017,0.486,-1.086,0.492,-0.325,-0.036,0.167,0.209
2018,1,2,-2.122,3.562,0.997,-0.642,-2.068,-1.404,2.041,-7.632,-0.228,-2.975,0.052,0.189,0.981,-0.346,0.05,0.3,0.484
2018,1,3,-2.049,-1.457,-0.767,2.051,-0.32,-0.327,2.52,-6.309,0.835,-3.396,1.733,1.145,-0.325,-0.244,0.069,0.233,0.407
2018,1,4,-1.423,1.128,-0.669,0.717,0.377,-2.677,1.974,-6.108,-5.454,-2.564,1.442,-2.433,0.239,-0.1,0.014,0.13,0.158
2018,1,5,-5.28,-1.878,-2.909,-2.739,-4.168,-5.547,-8.317,-11.646,-5.251,-1.327,-4.691,-1.763,-1.061,-0.239,0.063,0.227,0.234
2018,1,6,-1.627,0.644,-0.504,-0.403,1.053,0.752,-1.614,1.134,3.107,-3.652,-3.35,0.955,0.383,0.304,0.138,0.117,0.736
2018,1,7,-0.662,1.885,-0.073,0.253,0.853,3.055,1.726,2.391,0.232,2.24,1.5,2.832,0.759,0.046,0.079,0.565,1.054
2018,1,8,-5.622,-3.237,-1.414,-0.428,-0.852,-1.228,-2.703,-1.739,-1.056,-2.153,-0.74,-1.166,-0.287,-0.317,0.105,0.252,0.586
2018,1,9,0.496,-0.595,-0.705,-0.316,-0.342,0.931,-1.841,-4.069,-2.357,0.133,-0.912,-0.364,-0.409,0.048,0.036,-0.115,-0.533
2018,1,10,-0.242,0.571,-0.064,0.061,-0.507,-1.196,-0.013,-0.535,0.362,3.495,4.884,3.368,1.641,0.725,0.118,-0.035,0.401
2018,1,11,-1.743,-3.809,-3.642,-2.966,-3.153,-1.639,-1.29,-2.09,3.422,2.308,0.88,3.284,2.934,0.825,0.441,0.671,1.318
2018,1,12,-4.941,-2.912,-5.953,-4.348,-3.356,-1.83,0.166,-0.08,-0.039,-0.747,0.93,1.86,1.651,0.43,0.017,0.151,0.922
2018,1,13,-1.362,-2.535,0.104,0.367,0.985,-0.843,-1.374,1.132,-0.054,1.312,3.521,1.929,0.887,0.079,0.015,0.209,0.483
2018,1,14,-0.243,0.526,0.315,-2.181,0.364,0.001,-0.205,-1.445,1.813,-1.813,1.172,-0.24,-0.203,-0.025,0.026,-0.005,-0.452
2018,1,15,-6.202,-0.801,-1.085,-1.983,-2.549,-2.154,-3.216,-4.098,-2.912,-1.314,0.33,-0.864,-0.583,-0.259,-0.058,0.047,-0.072
2018,1,16,-5.874,-4.206,-3.575,-3.105,-2.652,-4.42,-4.164,-1.303,-2.536,-0.416,-1.279,-1.543,0.138,-0.241,0.13,0.054,0.052
2018,1,17,-10.045,-6.98,-6.721,-6.989,-5.83,-4.638,-7.292,-2.362,-3.184,1.111,-2.237,2.622,2.581,1.182,0.055,0.403,0.855
2018,1,18,-15.13,-9.923,-10.307,-9.957,-9.533,-8.411,-11.865,-4.12,-0.3,-1.349,2.487,3.497,1.332,0.644,0.045,0.103,0.668
2018,1,19,-12.153,-10.784,-8.222,-4.697,-4.001,-3.481,-4.035,0.015,1.904,2.114,-1.003,0.942,2.656,0.506,0.147,0.287,0.34
2018,1,20,-3.969,-3.691,-3.701,0.258,-0.36,0.266,2.286,3.378,2.695,5.436,1.989,5.872,7.783,3.384,0.673,0.854,1.525
2018,1,21,-0.155,-2.956,-1.943,0.108,0.773,-0.147,-0.918,3.765,2.242,4.179,8.942,9.253,8.058,4.972,1.026,1.542,2.254
2018,1,22,1.828,-0.221,-1.819,-2.524,-0.961,-0.252,-0.07,0.869,3.341,2.501,-1.554,3.999,3.836,3.281,0.306,0.646,1.747
2018,1,23,-3.693,-4.064,-3.395,-2.295,-4.185,-0.766,2.151,0.313,0.82,1.07,-3.966,0.188,2.931,1.302,0.211,0.389,0.425
2018,1,24,-4.488,-6.853,-7.25,-3.708,-6.116,-11.65,-11.624,-2.119,-1.728,-0.2,-3.497,-3.14,4.122,-1.048,0.021,0.459,0.774
2018,1,25,-1.863,-0.997,-3.726,-1.837,-17.073,-12.922,-6.183,-1.604,-4.649,5.914,-5.584,0.871,-0.802,0.583,0.183,0.508,0.543
2018,1,26,-2.666,-2.605,-2.971,-2.928,-9.012,-3.951,-2.113,0.431,-0.547,1.511,1.687,4.782,0.487,5.066,1.097,1.191,2.751
2018,1,27,-3.332,-4.709,-7.361,-3.633,-8.699,-6.612,-6.565,-0.279,1.214,6.024,4.659,3.232,4.479,4.607,0.982,1.408,2.704
2018,1,28,-4.974,-5.184,-9.127,-1.832,-8.417,-4.269,0.028,4.489,1.329,2.655,4.249,1.783,5.18,1.728,-0.043,0.478,2.216
2018,1,29,-5.378,-4.194,-2.079,3.845,-0.176,2.077,0.801,2.728,0.975,-1.925,2.712,0.686,1.754,-1.465,0.423,0.777,0.619
2018,1,30,-3.604,-0.977,-2.106,0.059,-0.387,0.434,1.357,0.141,1.106,-2.624,1.597,2.377,-0.27,-0.062,0.141,0.325,0.351
2018,1,31,-3.15,-2.167,-1.757,0.196,0.444,0.103,3.657,0.581,2.226,1.668,1.308,2.382,-0.435,-0.132,0.036,-0.157,-0.263
2018,2,1,-2.982,-0.985,-0.526,-1.199,1.719,1.046,5.623,9.625,4.264,2.357,3.342,0.699,1.055,-0.922,-0.077,0.241,0.263
2018,2,2,-2.165,-1.256,-1.561,-2.722,2.729,4.608,5.934,14.012,6.034,3.634,3.645,1.253,1.561,-0.263,0.143,-0.065,0.09
2018,2,3,-0.616,-1.504,0.173,-1.829,1.655,6.4,8.481,12.621,6.6,1.738,2.63,2.028,-0.912,0.263,-0.01,-0.065,0.251
2018,2,4,1.218,-1.918,0.147,1.585,3.264,6.874,9.986,10.957,4.909,1.208,2.181,-0.424,0.01,0.055,0.082,0.117,-0.032
2018,2,5,1.634,-1.498,-0.617,-0.132,4.852,8.806,13.037,13.487,5.623,1.45,0.871,-1.386,1.343,0.36,0.284,0.13,0.457
2018,2,6,-2.178,-4.703,2.2,-0.787,7.755,12.289,12.871,19.838,10.011,4.542,3.426,1.575,1.15,0.575,-0.096,0.15,1.372
2018,2,7,1.702,-0.288,3.29,-1.203,4.465,4.86,11.035,11.234,4.574,2.831,1.024,2.03,-0.084,-0.399,-0.01,0.11,0.215
2018,2,8,4.762,-1.634,-0.187,0.817,5.375,4.063,4.492,-1.828,1.681,-1.591,1.232,1.145,-0.768,-0.129,-0.063,0.102,0.271
2018,2,9,0.943,0.559,1.65,1.474,7.91,6.393,6.958,3.352,2.189,1.056,1.857,0.362,0.749,0.048,0.131,0.262,0.464
2018,2,10,-0.605,5.007,0.808,5.504,13.993,23.549,24.728,19.679,12.124,7.79,6.164,4.741,2.729,0.986,0.028,0.271,0.487
2018,2,11,2.188,1.987,1.423,2.135,11.776,20.912,24.777,24.162,19.714,7.916,5.53,6.938,1.933,0.731,-0.056,0.087,-0.22
2018,2,12,-0.165,2.828,1.545,2.898,13.053,21.362,23.414,26.716,25.494,17.703,9.792,6.392,4.874,0.799,0.088,0.121,-0.163
2018,2,13,2.571,2.595,3.515,5.402,16.552,21.341,21.177,24.254,17.146,6.163,5.418,1.058,2.67,0.064,0.333,0.029,-0.706
2018,2,14,7.555,1.134,3.641,0.529,10.238,10.081,1.666,1.381,-0.245,-7.061,-0.446,-1.081,0.285,-0.224,-0.096,-0.204,0.064
2018,2,15,9.309,2.537,3.109,-1.009,6.159,-1.185,2.076,5.086,6.391,3.172,4.938,4.795,1.439,-0.331,0.142,0.067,-0.324
2018,2,16,5.149,-1.272,0.508,-4.374,2.021,6.812,25.782,27.061,27.412,14.228,10.415,7.448,6.371,0.977,0.194,-0.097,-1.503
2018,2,17,-2.232,-6.889,-3.078,-2.32,1.51,4.183,18.388,29.1,27.094,12.432,7.372,3.423,1.147,-0.015,-0.139,0.108,0.351
2018,2,18,12.564,-2.323,0.462,-0.375,2.097,5.758,16.217,23.931,24.285,23.247,13.017,3.168,3.029,-0.625,0.169,0.033,0.003
2018,2,19,22.314,15.823,16.959,7.691,13.076,26.832,25.614,33.092,33.818,33.979,23.957,21.653,11.711,2.566,0.441,0.282,0.216
2018,2,20,2.772,6.386,5.963,1.628,6.949,19.29,13.916,13.522,39.886,38.5,34.189,23.923,14.121,6.075,2.292,1.758,2.493
2018,2,21,1.201,-0.616,-0.939,0.357,0.033,-8.877,6.608,4.222,-1.314,15.924,5.874,3.19,8.263,2.621,1.355,1.046,1.718
2018,2,22,3.29,0.101,5.37,6.403,9.856,7.842,7.71,4.189,0.018,3.293,1.662,9.019,8.82,3.26,1.137,0.803,-0.13
2018,2,23,2.491,11.592,6.446,2.855,10.282,29.295,21.44,37.507,46.575,29.273,25.847,22.433,15.191,7.226,2.344,1.214,1.397
2018,2,24,9.249,2.407,2.656,-0.613,2.007,13.219,23.619,25.353,45.637,59.878,24.925,26.307,17.144,6.052,2.298,1.349,2.773
2018,2,25,10.693,-3.039,-1.388,-0.259,0.999,7.858,3.353,10.494,30.713,12.644,17.262,19.185,12.942,0.97,0.612,0.851,3.4
2018,2,26,11.48,9.916,3.485,-4.81,6.414,8.144,-11.473,7.458,9.507,5.391,14.552,11.933,19.091,6.998,1.046,0.856,0.612
2018,2,27,2.921,2.66,6.786,-4.942,6.74,7.511,18.117,25.396,32.336,27.121,32.398,17.615,21.68,8.447,1.652,0.796,0.825
2018,2,28,0.032,-13.505,-8.302,-2.208,1.184,-2.711,4.607,7.351,41.582,34.529,27.2,16.322,18.347,7.335,2.323,1.787,4.073
2018,3,1,-7.94,-11.988,-12.591,-10.255,-2.892,-6.633,-5.84,-5.026,-3.922,-9.756,2.548,-0.13,2.281,2.22,0.831,1.254,0.688
2018,3,2,-1.416,-5.473,-3.809,-16.101,-4.956,-10.349,-8.125,-4.586,-17.948,-5.198,-1.876,-0.813,-3.007,1.417,0.298,0.34,4.742
2018,3,3,2.185,-17.765,6.872,-7.441,-8.141,-9.881,5.02,6.777,6.589,-0.013,-1.195,3.085,-0.228,0.207,0.218,0.723,3.775
2018,3,4,4.781,-15.11,-3.77,16.467,12.241,6.897,-3.712,4.441,6.077,-3.599,-2.76,2.293,4.717,3.172,1.023,0.81,4.268
2018,3,5,9.159,-4.216,4.099,2.975,6.132,-0.726,0.4,2.595,-2.792,-6.644,-0.76,5.128,5.441,1.985,2.107,2.945,4.994
2018,3,6,-6.872,-13.419,11.499,-2.8,1.451,4.352,-0.169,-0.523,-4.027,-1.965,3.103,1.427,0.818,0.981,0.839,0.942,2.142
2018,3,7,15.808,-19.019,0.764,2.358,5.732,6.655,1.643,-4.167,-3.769,-3.674,1.192,-0.453,-0.036,0.982,-0.196,-0.168,0.642
2018,3,8,-4.113,-3.353,-5.528,-0.877,-8.699,-7.31,-18.153,-12.762,-7.895,-1.415,-0.07,-1.16,0.214,0.031,0.181,1.24,1.671
2018,3,9,1.941,-5.573,-5.571,-5.45,-12.206,-6.978,-15.083,-3.682,-5.217,-0.378,-2.47,-0.496,2.068,2.327,1.692,1.7,2.453
2018,3,10,4.379,-1.899,0.66,6.016,3.522,6.386,0.638,-1.194,-1.55,-0.365,2.338,3.844,1.156,3.828,0.751,0.856,2.407
2018,3,11,6.971,1.483,0.387,2.833,3.286,3.4,-1.905,-1.201,3.344,-10.543,3.139,4.292,-2.075,-1.29,-0.462,0.051,-0.581
2018,3,12,-0.584,-0.056,-2.048,0.323,-3.795,-1.733,-4.343,-11.738,-1.856,4.119,-7.723,-3.769,-1.476,-3.027,0.378,0.057,0.28
2018,3,13,-8.344,-7.923,-4.669,-7.799,-17.869,-19.934,-22.667,-24.199,-22.69,-20.196,-10.742,-6.732,-1.596,0.474,0.44,1.427,2.047
2018,3,14,-4.241,-13.831,-4.078,-15.207,-5.308,-5.431,-7.466,-4.67,-3.895,0.671,-1.218,-1.188,1.138,2.314,0.964,1.456,2.979
2018,3,15,-6.322,-5.841,-5.276,-6.536,-5.545,-1.474,0.612,-0.827,8.298,1.795,1.711,7.779,2.35,3.554,0.929,0.335,0.751
2018,3,16,-9.508,-4.607,-1.452,2.267,2.648,3.411,0.869,3.036,6.535,5.481,-0.167,2.997,1.408,3.332,1.113,1.369,1.86
2018,3,17,2.697,3.297,2.099,6.974,10.399,1.06,4.92,9.431,7.105,1.702,0.019,-2.425,3.125,1.105,0.652,-0.106,-0.231
2018,3,18,7.54,2.708,2.213,-0.237,5.623,-0.109,0.387,0.727,-1.213,0.503,-2.956,1.663,2.076,-0.908,0.973,1.054,2.192
2018,3,19,-1.34,0.253,1.819,-2.847,-3.801,-3.566,-0.2,-3.988,-2.458,-8.652,-1.458,1.978,-0.03,0.941,0.796,0.931,1.005
2018,3,20,1.428,-6.443,-2.52,4.097,2.164,-4.194,-0.234,-5.142,-7.361,0.085,-0.107,-1.298,-0.422,0.522,-0.02,0.369,1.674
2018,3,21,-1.271,1.877,4.423,7.517,3.519,-6.236,2.452,-0.736,-6.569,-0.705,-13.525,-8.76,-3.054,-1.562,0.589,1.114,2.659
2018,3,22,-9.469,-0.994,-0.364,4.559,3.953,-0.066,0.994,5.53,-3.782,-3.87,-12.862,-3.964,-8.42,-0.884,0.434,1.063,2.338
2018,3,23,-4.272,-4.406,-11.149,-7.418,-6.371,-10.255,-8.67,0.885,-5.043,-5.037,6.652,5.875,-0.699,2.827,0.486,0.773,0.991
2018,3,24,-5.674,-7.211,-13.576,-17.816,-18.486,-18.139,-21.203,-8.81,7.511,8.457,4.384,9.884,6.54,10.773,1.891,1.623,2.811
2018,3,25,-5.141,-2.258,-3.023,1.571,0.699,1.264,11.541,5.378,13.489,4.082,2.997,7.766,5.63,14.262,3.568,4.184,6.056
2018,3,26,1.148,-5.959,4.568,9.347,7.357,1.521,7.788,13.297,14.195,9.23,10.746,13.48,9.765,14.689,5.827,4.058,5.622
2018,3,27,6.219,1.399,-3.041,-4.58,4.075,7.542,11.315,16.639,26.609,25.2,16.923,17.547,12.218,7.802,3.359,2.935,3.651
2018,3,28,1.305,2.779,2.371,-1.188,11.585,31.626,27.259,42.507,36.189,20.307,11.175,3.649,7.01,0.085,1.2,1.215,5.571
2018,3,29,4.53,-1.573,3.878,5.883,23.721,39.684,24.788,34.95,21.553,1.018,4.507,-3.395,5.696,0.05,0.806,2.262,3.042
2018,3,30,1.962,-5.042,5.136,6.612,15.446,19.051,22.768,14.827,9.185,1.565,-1.561,4.836,-0.194,2.011,1.065,1.37,2.013
2018,3,31,-1.856,-1.885,1.475,6.659,13.616,17.779,22.922,18.972,15.157,5.069,0.353,1.84,1.869,5.056,0.543,0.513,3.04
2018,4,1,-0.018,3.49,0.388,4.235,14.514,24.652,24.939,25.042,28.423,14.764,6.947,4.749,5.609,6.921,-0.173,0.677,2.201
2018,4,2,6.716,6.247,2.977,7.197,9.344,21.612,25.927,38.373,40.889,32.032,12.586,12.791,9.476,6.647,0.248,0.547,2.36
2018,4,3,5.19,1.204,3.627,5.78,13.831,20.503,25.928,35.351,36.588,34.713,14.759,13.854,13.54,9.257,1.733,0.904,2.378
2018,4,4,0.862,2.777,0.521,1.673,3.276,6.737,7.794,14.792,20.611,5.619,7.732,9.899,11.069,10.985,2.09,1.524,2.987
